GRPPRODNSUMMBKSEQ,PRODNUNITCD,PRODNBASISCD,TRANSACTIONDT,PROCESSDT,PRODUCTSEQ,PRODUCTCD,PRODVERSION,PRODUCTORDER,ACCOUNTCD,PRODUCERCD,PRODUCERDESIGNCD,CHANNELTYPECD,ROOTAGENCYCD,PARENTAGENCYCD,PRODUCERBRANCHCD,PRODUCERSTATUSCD,SRCAGTCLASSIFICATIONCD,SRCAGTDESIGNCD,SRCAGTSTATUSCD,PRODNWEEK,PRODNMONTH,PRODNYEAR,PRODNGROUPCD,DESIGNGROUPCD,SRCPRODNGROUPCD,PRODNVALUE,SUPERVISORCD,SUPERVISORDESIGCD,TEAMCD,MONITORINGSTAFFCD,MONITORINGSTAFFDESIGNCD,MONITORINGSTAFFOFFICECD,MONITORINGGROUPCD,SRCAGTCHANNELCD,SRCAGTROOTAGENCYCD,SRCAGTPARENTAGENCYCD,SUPERVISORAGENTKEYCD,SUPERVISORDESIGNKEYCD,CREATEDBY,CREATEDDT,CREATEDAT,UPDATEDBY,UPDATEDDT,UPDATEDAT,ROWVERSION,PRODNSUMMSEQ,WEIGHTAGE
12587368,REF3YP,PREMIUM,2017-02-28,2017-02-28,670,ADD1,1,,,3144,BK,BANKSTAFF,2336,2336,,ACTIVE,,,,9,2,2017,BKSCB,,BRSCB,365000,,,,,,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,560294763,100
12587376,REF3YP,PREMIUM,2017-02-28,2017-02-28,685,CIB1,1,,,3144,BK,BANKSTAFF,2336,2336,,ACTIVE,,,,9,2,2017,BKSCB,,BRSCB,21752000,,,,,,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,560294771,100
12587627,REF2YP,PREMIUM,2017-02-28,2017-02-28,698,EDU4,1,,,3145,BK,BANKSTAFF,2338,2338,,ACTIVE,,,,9,2,2017,BKTCB,,BRTCB,18900000,,,,,,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,560295421,100
12587632,REF2YP,PREMIUM,2017-02-28,2017-02-28,700,FSR3,1,,,3145,BK,BANKSTAFF,2338,2338,,ACTIVE,,,,9,2,2017,BKTCB,,BRTCB,1112000,,,,,,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,560295442,100
12587634,REF2YP,PREMIUM,2017-02-28,2017-02-28,685,CIB1,1,,,3145,BK,BANKSTAFF,2338,2338,,ACTIVE,,,,9,2,2017,BKTCB,,BRTCB,43268000,,,,,,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,560295450,100
12587642,REF2YP,PREMIUM,2017-02-28,2017-02-28,697,EDU3,1,,,3145,BK,BANKSTAFF,2338,2338,,ACTIVE,,,,9,2,2017,BKTCB,,BRTCB,22750000,,,,,,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,560295486,100
12587655,REF2YP,PREMIUM,2017-02-28,2017-02-28,701,WOP3,1,,,3145,BK,BANKSTAFF,2338,2338,,ACTIVE,,,,9,2,2017,BKTCB,,BRTCB,189000,,,,,,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,560295543,100
12587664,REF2YP,PREMIUM,2017-02-28,2017-02-28,685,CIB1,1,,,3145,BK,BANKSTAFF,2338,2338,,ACTIVE,,,,9,2,2017,BKTCB,,BRTCB,10326000,,,,,,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,560295576,100
12587668,REF2YP,PREMIUM,2017-02-28,2017-02-28,670,ADD1,1,,,3145,BK,BANKSTAFF,2338,2338,,ACTIVE,,,,9,2,2017,BKTCB,,BRTCB,270000,,,,,,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,560295593,100
12587670,REF2YP,PREMIUM,2017-02-28,2017-02-28,672,WOP1,1,,,3145,BK,BANKSTAFF,2338,2338,,ACTIVE,,,,9,2,2017,BKTCB,,BRTCB,304000,,,,,,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,560295600,100
12587767,REFAPE,PREMIUM,2017-02-28,2017-02-28,701,WOP3,1,,,3145,BK,BANKSTAFF,2338,2338,,ACTIVE,,,,9,2,2017,BKTCB,,BRTCB,1195000,,,,,,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,560296163,100
12587775,REFAPE,PREMIUM,2017-02-28,2017-02-28,685,CIB1,1,,,3145,BK,BANKSTAFF,2338,2338,,ACTIVE,,,,9,2,2017,BKTCB,,BRTCB,44996000,,,,,,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,560296214,100
12587779,REFAPE,PREMIUM,2017-02-28,2017-02-28,700,FSR3,1,,,3145,BK,BANKSTAFF,2338,2338,,ACTIVE,,,,9,2,2017,BKTCB,,BRTCB,2290000,,,,,,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,560296236,100
12587814,REFAPE,PREMIUM,2017-02-28,2017-02-28,670,ADD1,1,,,3145,BK,BANKSTAFF,2338,2338,,ACTIVE,,,,9,2,2017,BKTCB,,BRTCB,1350000,,,,,,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,560296479,100
12587816,REFAPE,PREMIUM,2017-02-28,2017-02-28,675,CIR1,1,,,3145,BK,BANKSTAFF,2338,2338,,ACTIVE,,,,9,2,2017,BKTCB,,BRTCB,7e+05,,,,,,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,560296491,100
12587817,REFAPE,PREMIUM,2017-02-28,2017-02-28,697,EDU3,1,,,3145,BK,BANKSTAFF,2338,2338,,ACTIVE,,,,9,2,2017,BKTCB,,BRTCB,94265000,,,,,,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,560296495,100
12587821,REFAPE,PREMIUM,2017-02-28,2017-02-28,668,TLR1,1,,,3145,BK,BANKSTAFF,2338,2338,,ACTIVE,,,,9,2,2017,BKTCB,,BRTCB,2490000,,,,,,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,560296519,100
12587822,REFAPE,PREMIUM,2017-02-28,2017-02-28,672,WOP1,1,,,3145,BK,BANKSTAFF,2338,2338,,ACTIVE,,,,9,2,2017,BKTCB,,BRTCB,2129000,,,,,,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,560296525,100
12587825,REFAPE,PREMIUM,2017-02-28,2017-02-28,685,CIB1,1,,,3145,BK,BANKSTAFF,2338,2338,,ACTIVE,,,,9,2,2017,BKTCB,,BRTCB,66680000,,,,,,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,560296542,100
12587827,REFAPE,PREMIUM,2017-02-28,2017-02-28,698,EDU4,1,,,3145,BK,BANKSTAFF,2338,2338,,ACTIVE,,,,9,2,2017,BKTCB,,BRTCB,26452000,,,,,,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,560296552,100
12587829,REFAPE,PREMIUM,2017-02-28,2017-02-28,669,HSR1,1,,,3145,BK,BANKSTAFF,2338,2338,,ACTIVE,,,,9,2,2017,BKTCB,,BRTCB,764000,,,,,,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,560296562,100
12587830,REFAPE,PREMIUM,2017-02-28,2017-02-28,701,WOP3,1,,,3145,BK,BANKSTAFF,2338,2338,,ACTIVE,,,,9,2,2017,BKTCB,,BRTCB,1830000,,,,,,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,560296567,100
12587844,REFAPE,PREMIUM,2017-02-28,2017-02-28,700,FSR3,1,,,3145,BK,BANKSTAFF,2338,2338,,ACTIVE,,,,9,2,2017,BKTCB,,BRTCB,796000,,,,,,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,560296645,100
12587873,REFAPE,PREMIUM,2017-02-28,2017-02-28,685,CIB1,1,,,3145,BK,BANKSTAFF,2338,2338,,ACTIVE,,,,9,2,2017,BKTCB,,BRTCB,101667000,,,,,,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,560296815,100
12587877,REFAPE,PREMIUM,2017-02-28,2017-02-28,701,WOP3,1,,,3145,BK,BANKSTAFF,2338,2338,,ACTIVE,,,,9,2,2017,BKTCB,,BRTCB,378000,,,,,,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,560296836,100
12587887,REFAPE,PREMIUM,2017-02-28,2017-02-28,698,EDU4,1,,,3145,BK,BANKSTAFF,2338,2338,,ACTIVE,,,,9,2,2017,BKTCB,,BRTCB,12614000,,,,,,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,560296887,100
12587888,REFAPE,PREMIUM,2017-02-28,2017-02-28,700,FSR3,1,,,3145,BK,BANKSTAFF,2338,2338,,ACTIVE,,,,9,2,2017,BKTCB,,BRTCB,332000,,,,,,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,560296891,100
12587904,REFFYP,PREMIUM,2017-02-28,2017-02-28,685,CIB1,1,,,3145,BK,BANKSTAFF,2338,2338,,ACTIVE,,,,9,2,2017,BKTCB,,BRTCB,22186000,,,,,,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,560296976,100
12587919,REFFYP,PREMIUM,2017-02-28,2017-02-28,698,EDU4,1,,,3145,BK,BANKSTAFF,2338,2338,,ACTIVE,,,,9,2,2017,BKTCB,,BRTCB,7844000,,,,,,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,560297058,100
12587926,REFFYP,PREMIUM,2017-02-28,2017-02-28,700,FSR3,1,,,3145,BK,BANKSTAFF,2338,2338,,ACTIVE,,,,9,2,2017,BKTCB,,BRTCB,616000,,,,,,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,560297097,100
12587929,REFFYP,PREMIUM,2017-02-28,2017-02-28,701,WOP3,1,,,3145,BK,BANKSTAFF,2338,2338,,ACTIVE,,,,9,2,2017,BKTCB,,BRTCB,760000,,,,,,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,560297112,100
12587939,REFFYP,PREMIUM,2017-02-28,2017-02-28,670,ADD1,1,,,3145,BK,BANKSTAFF,2338,2338,,ACTIVE,,,,9,2,2017,BKTCB,,BRTCB,1894000,,,,,,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,560297164,100
12587942,REFFYP,PREMIUM,2017-02-28,2017-02-28,697,EDU3,1,,,3145,BK,BANKSTAFF,2338,2338,,ACTIVE,,,,9,2,2017,BKTCB,,BRTCB,29800000,,,,,,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,560297180,100
12587945,REFFYP,PREMIUM,2017-02-28,2017-02-28,669,HSR1,1,,,3145,BK,BANKSTAFF,2338,2338,,ACTIVE,,,,9,2,2017,BKTCB,,BRTCB,874000,,,,,,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,560297195,100
12587946,REFFYP,PREMIUM,2017-02-28,2017-02-28,668,TLR1,1,,,3145,BK,BANKSTAFF,2338,2338,,ACTIVE,,,,9,2,2017,BKTCB,,BRTCB,94000,,,,,,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,560297200,100
12587957,REFFYP,PREMIUM,2017-02-28,2017-02-28,685,CIB1,1,,,3145,BK,BANKSTAFF,2338,2338,,ACTIVE,,,,9,2,2017,BKTCB,,BRTCB,240793000,,,,,,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,560297255,100
12587985,REFFYP,PREMIUM,2017-02-28,2017-02-28,675,CIR1,1,,,3145,BK,BANKSTAFF,2338,2338,,ACTIVE,,,,9,2,2017,BKTCB,,BRTCB,313000,,,,,,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,560297395,100
12587991,REFFYP,PREMIUM,2017-02-28,2017-02-28,698,EDU4,1,,,3145,BK,BANKSTAFF,2338,2338,,ACTIVE,,,,9,2,2017,BKTCB,,BRTCB,11880000,,,,,,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,560297424,100
12587992,REFFYP,PREMIUM,2017-02-28,2017-02-28,700,FSR3,1,,,3145,BK,BANKSTAFF,2338,2338,,ACTIVE,,,,9,2,2017,BKTCB,,BRTCB,175000,,,,,,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,560297429,100
12587994,REFFYP,PREMIUM,2017-02-28,2017-02-28,701,WOP3,1,,,3145,BK,BANKSTAFF,2338,2338,,ACTIVE,,,,9,2,2017,BKTCB,,BRTCB,454000,,,,,,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,560297438,100
12588008,REFFYP,PREMIUM,2017-02-28,2017-02-28,669,HSR1,1,,,3145,BK,BANKSTAFF,2338,2338,,ACTIVE,,,,9,2,2017,BKTCB,,BRTCB,750000,,,,,,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,560297504,100
12588010,REFFYP,PREMIUM,2017-02-28,2017-02-28,685,CIB1,1,,,3145,BK,BANKSTAFF,2338,2338,,ACTIVE,,,,9,2,2017,BKTCB,,BRTCB,53863000,,,,,,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,560297526,100
12588031,REFFYP,PREMIUM,2017-02-28,2017-02-28,670,ADD1,1,,,3145,BK,BANKSTAFF,2338,2338,,ACTIVE,,,,9,2,2017,BKTCB,,BRTCB,1080000,,,,,,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,560297687,100
12588040,REF2YP,PREMIUM,2017-02-28,2017-02-28,685,CIB1,1,,,12609,BK,BANKSTAFF,12275,12275,,ACTIVE,,,,9,2,2017,BKBAB,,BRBAB,7956000,,,,,,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,560295013,100
12588047,REFFYP,PREMIUM,2017-02-28,2017-02-28,700,FSR3,1,,,3145,BK,BANKSTAFF,2338,2338,,ACTIVE,,,,9,2,2017,BKTCB,,BRTCB,278000,,,,,,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,560297743,100
12588049,REFFYP,PREMIUM,2017-02-28,2017-02-28,701,WOP3,1,,,3145,BK,BANKSTAFF,2338,2338,,ACTIVE,,,,9,2,2017,BKTCB,,BRTCB,441000,,,,,,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,560297750,100
12588059,REFCSCNT,POLICY,2017-02-28,2017-02-28,685,CIB1,1,,,3145,BK,BANKSTAFF,2338,2338,,ACTIVE,,,,9,2,2017,BKTCB,,BRTCB,4,,,,,,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,560297817,100
12588071,REFCSCNT,POLICY,2017-02-28,2017-02-28,697,EDU3,1,,,3145,BK,BANKSTAFF,2338,2338,,ACTIVE,,,,9,2,2017,BKTCB,,BRTCB,4,,,,,,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,560297894,100
12588075,REFCSCNT,POLICY,2017-02-28,2017-02-28,698,EDU4,1,,,3145,BK,BANKSTAFF,2338,2338,,ACTIVE,,,,9,2,2017,BKTCB,,BRTCB,2,,,,,,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,560297920,100
12588080,REFCSCNT,POLICY,2017-02-28,2017-02-28,685,CIB1,1,,,3145,BK,BANKSTAFF,2338,2338,,ACTIVE,,,,9,2,2017,BKTCB,,BRTCB,3,,,,,,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,560297951,100
12588097,REFCSCNT,POLICY,2017-02-28,2017-02-28,685,CIB1,1,,,3145,BK,BANKSTAFF,2338,2338,,ACTIVE,,,,9,2,2017,BKTCB,,BRTCB,2,,,,,,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,560298062,100
12588099,REFCSCNT,POLICY,2017-02-28,2017-02-28,698,EDU4,1,,,3145,BK,BANKSTAFF,2338,2338,,ACTIVE,,,,9,2,2017,BKTCB,,BRTCB,1,,,,,,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,560298074,100
12588109,REF3YP,PREMIUM,2017-02-28,2017-02-28,700,FSR3,1,,,3145,BK,BANKSTAFF,2338,2338,,ACTIVE,,,,9,2,2017,BKTCB,,BRTCB,107000,,,,,,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,560298132,100
12588110,REF3YP,PREMIUM,2017-02-28,2017-02-28,701,WOP3,1,,,3145,BK,BANKSTAFF,2338,2338,,ACTIVE,,,,9,2,2017,BKTCB,,BRTCB,189000,,,,,,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,560298138,100
12588368,REFCCFLCAN,POLICY,2017-02-28,2017-02-28,685,CIB1,1,,,27131,BK,BANKSTAFF,27126,27126,,ACTIVE,,,,9,2,2017,BKEXI,,BREXI,-1,,,,,,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,560295371,100
12588444,REFAPE,PREMIUM,2017-02-28,2017-02-28,685,CIB1,1,,,27131,BK,BANKSTAFF,27126,27126,,ACTIVE,,,,9,2,2017,BKEXI,,BREXI,34697000,,,,,,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,560295497,100
12588452,REFAPE,PREMIUM,2017-02-28,2017-02-28,701,WOP3,1,,,27131,BK,BANKSTAFF,27126,27126,,ACTIVE,,,,9,2,2017,BKEXI,,BREXI,402000,,,,,,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,560295510,100
12588460,REFAPE,PREMIUM,2017-02-28,2017-02-28,669,HSR1,1,,,27131,BK,BANKSTAFF,27126,27126,,ACTIVE,,,,9,2,2017,BKEXI,,BREXI,9e+05,,,,,,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,560295524,100
12588464,REFAPE,PREMIUM,2017-02-28,2017-02-28,670,ADD1,1,,,27131,BK,BANKSTAFF,27126,27126,,ACTIVE,,,,9,2,2017,BKEXI,,BREXI,540000,,,,,,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,560295531,100
12588478,REFAPE,PREMIUM,2017-02-28,2017-02-28,685,CIB1,1,,,27131,BK,BANKSTAFF,27126,27126,,ACTIVE,,,,9,2,2017,BKEXI,,BREXI,10823000,,,,,,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,560295553,100
12588498,REFAPE,PREMIUM,2017-02-28,2017-02-28,712,HIP2,1,,,27131,BK,BANKSTAFF,27126,27126,,ACTIVE,,,,9,2,2017,BKEXI,,BREXI,2366000,,,,,,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,560295588,100
12588504,REFAPE,PREMIUM,2017-02-28,2017-02-28,685,CIB1,1,,,27131,BK,BANKSTAFF,27126,27126,,ACTIVE,,,,9,2,2017,BKEXI,,BREXI,34555000,,,,,,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,560295599,100
12588538,REFAPE,PREMIUM,2017-02-28,2017-02-28,685,CIB1,1,,,27131,BK,BANKSTAFF,27126,27126,,ACTIVE,,,,9,2,2017,BKEXI,,BREXI,7475000,,,,,,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,560295666,100
12588546,REFAPE,PREMIUM,2017-02-28,2017-02-28,700,FSR3,1,,,27131,BK,BANKSTAFF,27126,27126,,ACTIVE,,,,9,2,2017,BKEXI,,BREXI,470000,,,,,,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,560295682,100
12588593,REFFYP,PREMIUM,2017-02-28,2017-02-28,670,ADD1,1,,,27131,BK,BANKSTAFF,27126,27126,,ACTIVE,,,,9,2,2017,BKEXI,,BREXI,1080000,,,,,,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,560295754,100
12588601,REFFYP,PREMIUM,2017-02-28,2017-02-28,685,CIB1,1,,,27131,BK,BANKSTAFF,27126,27126,,ACTIVE,,,,9,2,2017,BKEXI,,BREXI,55546000,,,,,,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,560295785,100
12540813,REFAPE,PREMIUM,2017-02-28,2017-02-28,698,EDU4,1,,,5282,BR,BANKSTAFF,2338,2338,,ACTIVE,,,,9,2,2017,BRTCB,,TOTCB,11880000,3145,BK,,,,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,560091888,100
12540823,REFAPE,PREMIUM,2017-02-28,2017-02-28,700,FSR3,1,,,5288,BR,BANKSTAFF,2338,2338,,ACTIVE,,,,9,2,2017,BRTCB,,TOTCB,258000,3145,BK,,,,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,560091956,100
12540825,REFAPE,PREMIUM,2017-02-28,2017-02-28,668,TLR1,1,,,5288,BR,BANKSTAFF,2338,2338,,ACTIVE,,,,9,2,2017,BRTCB,,TOTCB,337000,3145,BK,,,,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,560091970,100
12540827,REFAPE,PREMIUM,2017-02-28,2017-02-28,685,CIB1,1,,,5288,BR,BANKSTAFF,2338,2338,,ACTIVE,,,,9,2,2017,BRTCB,,TOTCB,24164000,3145,BK,,,,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,560091986,100
12540842,REFAPE,PREMIUM,2017-02-28,2017-02-28,701,WOP3,1,,,5293,BR,BANKSTAFF,2338,2338,,ACTIVE,,,,9,2,2017,BRTCB,,TOTCB,410000,3145,BK,,,,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,560092094,100
12540847,REFAPE,PREMIUM,2017-02-28,2017-02-28,685,CIB1,1,,,5333,BR,BANKSTAFF,2338,2338,,ACTIVE,,,,9,2,2017,BRTCB,,TOTCB,20286000,3145,BK,,,,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,560092122,100
12540855,REFAPE,PREMIUM,2017-02-28,2017-02-28,698,EDU4,1,,,5337,BR,BANKSTAFF,2338,2338,,ACTIVE,,,,9,2,2017,BRTCB,,TOTCB,19140000,3145,BK,,,,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,560092166,100
12540867,REFAPE,PREMIUM,2017-02-28,2017-02-28,685,CIB1,1,,,5386,BR,BANKSTAFF,2338,2338,,ACTIVE,,,,9,2,2017,BRTCB,,TOTCB,61231000,3145,BK,,,,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,560092240,100
12540874,REFAPE,PREMIUM,2017-02-28,2017-02-28,685,CIB1,1,,,6411,BR,BANKSTAFF,2338,2338,,ACTIVE,,,,9,2,2017,BRTCB,,TOTCB,25644000,3145,BK,,,,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,560092284,100
12540889,REFAPE,PREMIUM,2017-02-28,2017-02-28,700,FSR3,1,,,8850,BR,BANKSTAFF,2338,2338,,ACTIVE,,,,9,2,2017,BRTCB,,TOTCB,229000,3145,BK,,,,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,560092378,100
12541090,REF2YP,PREMIUM,2017-02-28,2017-02-28,700,FSR3,1,,,16166,BR,BANKSTAFF,2338,2338,,ACTIVE,,,,9,2,2017,BRTCB,,TOTCB,266000,3145,BK,,,,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,560094238,100
12541109,REF2YP,PREMIUM,2017-02-28,2017-02-28,685,CIB1,1,,,3342,BR,BANKSTAFF,2338,2338,,ACTIVE,,,,9,2,2017,BRTCB,,TOTCB,9777000,3145,BK,,,,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,560094364,100
12541113,REF2YP,PREMIUM,2017-02-28,2017-02-28,701,WOP3,1,,,3342,BR,BANKSTAFF,2338,2338,,ACTIVE,,,,9,2,2017,BRTCB,,TOTCB,407000,3145,BK,,,,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,560094389,100
12541118,REF2YP,PREMIUM,2017-02-28,2017-02-28,697,EDU3,1,,,3342,BR,BANKSTAFF,2338,2338,,ACTIVE,,,,9,2,2017,BRTCB,,TOTCB,13050000,3145,BK,,,,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,560094423,100
12541132,REF2YP,PREMIUM,2017-02-28,2017-02-28,685,CIB1,1,,,3344,BR,BANKSTAFF,2338,2338,,ACTIVE,,,,9,2,2017,BRTCB,,TOTCB,8436000,3145,BK,,,,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,560094513,100
12541134,REF2YP,PREMIUM,2017-02-28,2017-02-28,700,FSR3,1,,,3337,BR,BANKSTAFF,2338,2338,,ACTIVE,,,,9,2,2017,BRTCB,,TOTCB,160000,3145,BK,,,,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,560094526,100
12541140,REF2YP,PREMIUM,2017-02-28,2017-02-28,700,FSR3,1,,,3334,BR,BANKSTAFF,2338,2338,,ACTIVE,,,,9,2,2017,BRTCB,,TOTCB,1112000,3145,BK,,,,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,560094565,100
12541143,REF2YP,PREMIUM,2017-02-28,2017-02-28,697,EDU3,1,,,5333,BR,BANKSTAFF,2338,2338,,ACTIVE,,,,9,2,2017,BRTCB,,TOTCB,5830000,3145,BK,,,,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,560094585,100
12541148,REF2YP,PREMIUM,2017-02-28,2017-02-28,701,WOP3,1,,,5386,BR,BANKSTAFF,2338,2338,,ACTIVE,,,,9,2,2017,BRTCB,,TOTCB,345000,3145,BK,,,,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,560094617,100
12541615,REFCSCNT,POLICY,2017-02-28,2017-02-28,697,EDU3,1,,,16026,BR,BANKSTAFF,2338,2338,,ACTIVE,,,,9,2,2017,BRTCB,,TOTCB,1,3145,BK,,,,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,560097678,100
12541621,REFCSCNT,POLICY,2017-02-28,2017-02-28,685,CIB1,1,,,3324,BR,BANKSTAFF,2338,2338,,ACTIVE,,,,9,2,2017,BRTCB,,TOTCB,1,3145,BK,,,,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,560097761,100
12541624,REFCSCNT,POLICY,2017-02-28,2017-02-28,698,EDU4,1,,,3325,BR,BANKSTAFF,2338,2338,,ACTIVE,,,,9,2,2017,BRTCB,,TOTCB,2,3145,BK,,,,,,,,,,,SYSTEM,2017-03-30,KPIBREAKUPSCRIPT,,,,1,560097795,100
